Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Retrieve All,60,5263,751,8404,2191.32,0.000%,6.56168,2091.39,0.79,326377.0
TOTAL,60,5263,751,8404,2191.32,0.000%,6.56168,2091.39,0.79,326377.0
