295,264,339,21.12,44.77612,5.51,5.68,126.0
282,264,317,12.30,46.40371,5.71,5.85,126.0
280,262,305,12.21,47.13276,5.80,6.94,126.0
277,258,303,12.88,46.83841,12.21,5.76,267.0
283,265,319,13.06,47.31861,296.34,5.87,6413.0
289,268,339,15.29,45.90666,301.80,5.51,6732.0
