283,262,315,14.88,46.80187,5.76,5.94,126.0
286,263,321,14.60,47.02194,5.79,5.92,126.0
279,261,304,11.57,46.08295,5.67,6.79,126.0
279,262,308,13.28,45.83652,11.95,5.64,267.0
281,264,311,11.08,46.80187,293.11,5.80,6413.0
306,266,479,41.21,46.72897,307.21,5.61,6732.0
