283,264,320,13.98,46.91165,5.77,5.96,126.0
280,261,315,12.28,47.46835,5.84,5.98,126.0
282,259,316,14.16,46.04758,5.67,6.78,126.0
296,260,436,48.67,46.40371,12.10,5.71,267.0
308,266,451,55.31,45.48901,284.88,5.64,6413.0
306,267,428,44.34,46.94836,308.65,5.64,6732.0
