286,265,318,12.59,45.76659,5.41,5.81,121.0
286,265,314,12.98,46.40371,5.48,5.85,121.0
298,266,378,26.32,44.54343,5.26,6.56,121.0
313,269,461,53.11,46.91165,11.96,5.77,261.0
301,265,432,36.25,46.33205,252.20,5.75,5574.0
283,265,319,13.37,46.91165,283.30,5.63,6184.0
