Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Retrieve All,60,16922,1914,28279,8290.23,0.000%,2.11112,672.87,0.25,326377.0
TOTAL,60,16922,1914,28279,8290.23,0.000%,2.11112,672.87,0.25,326377.0
